RA,Nome Anonimizado,Fase,Pedra_Atual,IEG,IPS,IPP,IPV,Idade_Atual,Anos_de_Passos_Magicos
RA-438,Aluno-438,2,Ametista,8.7,7.5,,6.889,10,0
RA-438,Aluno-438,FASE 2,Agata,7.5,6.26,6.458333333,7.223333333,11,1
RA-438,Aluno-438,2K,Ametista,8.6630434785,7.51,7.96875,7.915,12,2
RA-439,Aluno-439,2,Quartzo,4.9,7.5,,6.5,12,0
RA-44,Aluno-44,5,Quartzo,5.9,7.5,,7.292,17,1
RA-44,Aluno-44,FASE 6,Agata,8.5,5.01,7.5,7.17,18,2
RA-440,Aluno-440,2,Ametista,9.0,6.9,,5.833,11,0
RA-440,Aluno-440,FASE 3,Agata,8.2,7.52,7.96875,7.835,12,1
RA-441,Aluno-441,2,Topázio,7.9,7.5,,8.333,11,3
RA-442,Aluno-442,2,Topázio,8.2,7.5,,8.222,11,0
RA-442,Aluno-442,FASE 3,Agata,7.6,7.52,7.5,8.1275,12,1
RA-442,Aluno-442,4M,Agata,5.9151960783333335,5.635,7.5,7.8775,13,2
RA-443,Aluno-443,2,Ametista,9.1,7.5,,8.5,13,3
RA-443,Aluno-443,FASE 3,Agata,7.5,2.52,7.96875,8.125,14,4
RA-444,Aluno-444,2,Ágata,7.2,5.0,,7.778,11,4
RA-444,Aluno-444,FASE 3,Quartzo,7.9,5.0,6.40625,6.4575,12,5
RA-444,Aluno-444,3P,Quartzo,6.377276524666667,2.51,6.25,5.96,15,3
RA-445,Aluno-445,2,Ágata,9.4,7.5,,7.5,12,0
RA-445,Aluno-445,FASE 2,Ametista,8.8,6.89,8.541666667,8.176666667,13,1
RA-445,Aluno-445,3P,Ametista,8.715873016,7.51,7.8125,7.3725,14,2
RA-446,Aluno-446,2,Ametista,8.9,5.0,,7.889,13,4
RA-447,Aluno-447,2,Quartzo,7.0,7.5,,5.556,10,0
RA-448,Aluno-448,2,Ametista,9.7,7.5,,8.111,11,0
RA-449,Aluno-449,2,Ágata,6.0,7.5,,8.111,12,0
RA-449,Aluno-449,FASE 3,Ametista,7.2,7.52,7.34375,6.8425,13,1
RA-45,Aluno-45,5,Ametista,8.9,5.6,,7.417,15,3
RA-45,Aluno-45,FASE 6,Topázio,9.6,6.26,8.28125,8.1725,16,4
RA-45,Aluno-45,7A,Topázio,9.619047619,9.38,8.75,8.283333333,17,3
RA-450,Aluno-450,2,Ametista,9.1,7.5,,8.111,13,1
RA-450,Aluno-450,FASE 3,Agata,8.4,2.52,7.65625,7.9175,14,2
RA-450,Aluno-450,4L,Ametista,8.954191033333332,5.63,7.8125,7.58,15,3
RA-451,Aluno-451,2,Ágata,6.0,6.3,,6.889,13,3
RA-451,Aluno-451,FASE 2,Topázio,9.5,4.39,9.375,9.896666667,14,4
RA-452,Aluno-452,2,Ágata,5.6,7.5,,7.167,13,1
RA-453,Aluno-453,2,Ametista,8.7,7.5,,7.778,13,0
RA-454,Aluno-454,2,Quartzo,8.6,5.0,,5.444,14,4
RA-454,Aluno-454,FASE 3,Quartzo,7.5,5.0,4.6875,5.54,15,5
RA-454,Aluno-454,4R,Quartzo,6.633138401666667,6.255,5.416666667,5.833333333,17,3
RA-455,Aluno-455,2,Ágata,7.9,7.5,,7.278,12,0
RA-455,Aluno-455,3U,Ametista,6.111111111,8.13,8.333333333,7.276666667,14,2
RA-456,Aluno-456,2,Ametista,8.2,6.3,,8.389,12,0
RA-456,Aluno-456,FASE 2,Ametista,8.3,4.39,9.583333333,9.953333333,13,1
RA-456,Aluno-456,3R,Topázio,9.382456140333334,7.51,9.166666667,8.893333333,14,2
RA-457,Aluno-457,2,Ametista,8.8,7.5,,7.667,12,0
RA-457,Aluno-457,FASE 3,Topázio,8.6,7.52,8.125,8.045,13,1
RA-457,Aluno-457,4N,Topázio,8.743961352333335,7.51,9.6875,7.77,14,2
RA-458,Aluno-458,2,Ágata,7.7,7.5,,5.833,13,3
RA-458,Aluno-458,FASE 3,Agata,6.9,7.52,7.1875,6.2475,14,4
RA-458,Aluno-458,3P,Quartzo,3.7396825396666666,6.88,7.03125,6.83,15,3
RA-459,Aluno-459,2,Ametista,9.1,8.1,,7.222,12,3
RA-459,Aluno-459,FASE 3,Topázio,9.3,7.52,7.1875,7.88,13,4
RA-459,Aluno-459,4N,Ametista,8.454106280333333,5.635,7.8125,7.366,14,3
RA-46,Aluno-46,5,Ágata,8.4,6.3,,7.083,17,0
RA-46,Aluno-46,FASE 5,Quartzo,7.4,2.52,6.5625,6.6275,18,1
RA-460,Aluno-460,2,Quartzo,8.1,7.5,,5.056,12,0
RA-461,Aluno-461,2,Quartzo,6.7,7.5,,7.222,12,4
RA-461,Aluno-461,FASE 2,Ametista,7.9,3.77,8.541666667,8.616666667,13,5
RA-461,Aluno-461,3R,Ametista,9.182446312,7.51,7.708333333,7.056666667,14,3
RA-462,Aluno-462,2,Ágata,8.5,7.5,,6.778,14,0
RA-462,Aluno-462,FASE 3,Agata,8.1,5.0,7.5,6.5825,15,1
RA-463,Aluno-463,2,Ágata,7.8,7.5,,7.389,12,2
RA-463,Aluno-463,FASE 3,Agata,5.4,2.52,7.8125,7.795,13,3
RA-464,Aluno-464,2,Ágata,8.0,7.5,,7.722,13,0
RA-464,Aluno-464,FASE 3,Agata,7.7,2.52,7.96875,7.38,14,1
RA-464,Aluno-464,3L,Agata,7.851461988333334,8.76,7.1875,7.1175,15,2
RA-465,Aluno-465,2,Ametista,7.9,7.5,,8.444,11,3
RA-465,Aluno-465,FASE 3,Topázio,9.4,2.52,7.96875,8.17,12,4
RA-466,Aluno-466,2,Ágata,9.7,7.5,,7.556,13,0
RA-466,Aluno-466,FASE 2,Agata,7.6,6.89,6.25,7.056666667,14,1
RA-466,Aluno-466,3L,Agata,7.223245614,8.76,7.5,7.665,15,2
RA-467,Aluno-467,2,Ágata,8.4,5.0,,7.111,13,0
RA-467,Aluno-467,FASE 3,Agata,9.2,3.14,7.1875,7.5425,14,1
RA-467,Aluno-467,4L,Ametista,9.140350877333333,5.01,7.34375,7.54,15,2
RA-468,Aluno-468,2,Ágata,6.7,7.5,,6.722,13,0
RA-468,Aluno-468,FASE 3,Quartzo,6.0,6.27,7.34375,6.715,14,1
RA-469,Aluno-469,2,Ametista,9.6,5.0,,7.833,11,0
RA-469,Aluno-469,FASE 2,Ametista,9.3,2.52,7.916666667,8.843333333,12,1
RA-469,Aluno-469,3K,Ametista,9.498366013,7.51,7.291666667,6.94,13,2
RA-47,Aluno-47,5,Quartzo,6.3,7.5,,7.042,17,0
RA-470,Aluno-470,2,Ametista,9.7,7.5,,7.5,13,3
RA-470,Aluno-470,FASE 3,Agata,9.2,5.0,7.5,7.71,14,4
RA-470,Aluno-470,4L,Agata,8.011695906666667,7.51,7.03125,6.4975,15,3
RA-471,Aluno-471,2,Ágata,8.5,5.0,,8.056,13,2
RA-471,Aluno-471,FASE 3,Agata,9.0,6.27,7.96875,8.125,14,3
RA-471,Aluno-471,4M,Agata,7.027568922333333,7.51,7.708333333,8.0425,15,3
RA-472,Aluno-472,2,Quartzo,7.0,7.5,,7.056,12,0
RA-472,Aluno-472,FASE 2,Agata,7.1,7.52,7.708333333,8.223333333,13,1
RA-472,Aluno-472,2U,Agata,7.48447205,7.51,6.25,6.333333333,14,2
RA-473,Aluno-473,2,Quartzo,6.1,7.5,,5.889,12,3
RA-474,Aluno-474,2,Ágata,9.1,7.5,,6.0,13,3
RA-474,Aluno-474,FASE 3,Quartzo,7.8,5.0,7.1875,6.7575,14,4
RA-474,Aluno-474,3L,Agata,5.818518518666667,7.51,7.1875,6.8725,15,3
RA-475,Aluno-475,2,Ametista,9.2,7.5,,7.667,12,0
RA-476,Aluno-476,2,Ágata,9.3,4.4,,7.556,12,3
RA-476,Aluno-476,FASE 3,Agata,7.0,2.52,7.34375,7.505,13,4
RA-476,Aluno-476,3L,Agata,6.5964912280000005,7.51,6.25,6.745,14,3
RA-477,Aluno-477,2,Quartzo,5.0,5.6,,4.5,13,0
RA-478,Aluno-478,2,Ágata,9.1,5.6,,7.056,12,3
RA-478,Aluno-478,FASE 3,Agata,7.3,2.52,7.1875,7.2975,13,4
RA-479,Aluno-479,1,Topázio,9.2,7.5,,9.5,10,2
RA-479,Aluno-479,FASE 2,Topázio,10.0,2.52,9.791666667,9.6375,11,3
RA-479,Aluno-479,3C,Topázio,9.866666666666667,2.51,9.375,9.45,12,3
RA-48,Aluno-48,5,Ametista,8.4,7.5,,8.5,15,5
RA-48,Aluno-48,FASE 6,Ametista,8.4,6.26,7.65625,7.6275,16,6
RA-48,Aluno-48,7A,Topázio,8.339076859,9.375,8.59375,8.23,17,3
RA-480,Aluno-480,1,Ametista,8.8,7.5,,8.444,10,1
RA-480,Aluno-480,FASE 1,Topázio,9.7,7.52,7.96875,8.336666667,11,2
RA-480,Aluno-480,2C,Ametista,8.0714285715,7.51,7.8125,7.443333333,12,3
RA-481,Aluno-481,1,Ametista,8.0,7.5,,6.889,9,1
RA-482,Aluno-482,1,Ágata,7.9,7.5,,6.833,11,1
RA-483,Aluno-483,1,Quartzo,4.8,5.0,,6.833,11,3
RA-483,Aluno-483,FASE 1,Agata,6.0,2.52,7.916666667,8.166666667,12,4
RA-483,Aluno-483,2B,Agata,5.6428571430000005,6.26,8.125,8.056666667,13,3
RA-484,Aluno-484,1,Ágata,8.7,5.0,,6.389,11,0
RA-484,Aluno-484,FASE 2,Quartzo,7.5,2.52,5.416666667,6.8,12,1
RA-484,Aluno-484,3A,Quartzo,3.9141382866666667,2.51,3.4375,3.1225,13,2
RA-485,Aluno-485,1,Quartzo,4.0,7.5,,5.444,10,2
RA-486,Aluno-486,1,Ametista,9.9,7.5,,7.222,10,2
RA-486,Aluno-486,FASE 2,Ametista,6.4,2.52,7.5,8.7525,11,3
RA-487,Aluno-487,1,Topázio,9.7,7.5,,9.333,10,3
RA-487,Aluno-487,FASE 2,Topázio,9.9,5.0,9.166666667,9.26,11,4
RA-487,Aluno-487,3A,Topázio,9.441269841333334,9.38,9.0625,9.1725,12,3
RA-488,Aluno-488,1,Ametista,8.8,7.5,,7.722,10,0
RA-489,Aluno-489,1,Quartzo,7.2,7.5,,6.5,9,0
RA-49,Aluno-49,5,Ágata,7.4,7.5,,7.042,17,0
RA-49,Aluno-49,FASE 8,,,,,,18,1
RA-49,Aluno-49,8E,,0.0,,,,19,2
RA-490,Aluno-490,1,Ametista,8.2,7.5,,8.722,10,0
RA-490,Aluno-490,FASE 2,Ametista,7.9,2.52,8.541666667,9.0075,11,1
RA-490,Aluno-490,3A,Ametista,5.5110047846666665,8.755,7.8125,7.295,12,2
RA-491,Aluno-491,1,Ametista,9.7,7.5,,7.722,11,0
RA-491,Aluno-491,FASE 2,Ametista,9.6,2.52,7.708333333,8.3375,12,1
RA-491,Aluno-491,2B,Agata,9.011904762,7.51,7.083333333,7.166666667,13,2
RA-492,Aluno-492,1,Ametista,8.8,7.5,,8.278,11,0
RA-493,Aluno-493,1,Topázio,9.4,7.5,,8.278,9,2
RA-493,Aluno-493,FASE 2,Ametista,9.6,2.52,8.541666667,8.84,10,3
RA-493,Aluno-493,3B,Ametista,8.933333333333334,10.0,7.03125,6.705,11,3
RA-494,Aluno-494,1,Ágata,8.3,5.0,,6.944,11,0
RA-494,Aluno-494,FASE 2,Ametista,9.0,2.52,7.708333333,8.71,12,1
RA-494,Aluno-494,3A,Ametista,7.329323308333333,8.755,7.8125,8.915,13,2
RA-495,Aluno-495,1,Ametista,8.9,7.5,,8.056,11,0
RA-495,Aluno-495,FASE 2,Ametista,8.4,2.52,8.541666667,8.755,12,1
RA-496,Aluno-496,1,Ágata,6.8,7.5,,7.556,11,4
RA-496,Aluno-496,FASE 2,Agata,7.1,5.0,7.916666667,8.71,12,5
RA-496,Aluno-496,3A,Agata,5.315995871999999,6.255,6.71875,6.1625,13,3
RA-497,Aluno-497,1,Ágata,9.2,5.0,,5.833,13,6
RA-497,Aluno-497,FASE 2,Quartzo,8.7,2.52,6.25,6.885,14,7
RA-497,Aluno-497,2B,Quartzo,6.095238095,5.63,5.625,3.506666667,15,3
RA-498,Aluno-498,1,Ametista,8.8,7.5,,7.556,11,4
RA-499,Aluno-499,1,Ametista,10.0,7.5,,7.444,10,2
RA-499,Aluno-499,FASE 2,Ametista,10.0,2.52,8.75,8.2975,11,3
RA-499,Aluno-499,2C,Ametista,9.0476190475,7.51,7.1875,7.5,12,3
RA-5,Aluno-5,7,Ametista,8.6,5.6,,7.389,17,6
RA-5,Aluno-5,FASE 8,,,,,,18,7
RA-50,Aluno-50,5,Ametista,8.4,7.5,,7.542,18,0
RA-500,Aluno-500,1,Topázio,10.0,7.5,,7.889,10,2
RA-500,Aluno-500,FASE 2,Topázio,10.0,2.52,8.958333333,8.7975,11,3
RA-500,Aluno-500,3D,Topázio,10.0,2.51,8.59375,8.3775,12,3
RA-501,Aluno-501,1,Ametista,8.8,7.5,,7.333,9,1
RA-501,Aluno-501,FASE 1,Topázio,8.4,7.52,8.541666667,9.396666667,10,2
RA-501,Aluno-501,2D,Topázio,7.9949874685,7.51,8.4375,8.17,11,3
RA-502,Aluno-502,1,Topázio,9.7,7.5,,7.778,8,1
RA-502,Aluno-502,FASE 1,Topázio,9.8,7.52,7.96875,8.95,9,2
RA-502,Aluno-502,2D,Topázio,9.761904762,3.755,9.0625,8.84,10,3
RA-503,Aluno-503,1,Ametista,10.0,7.5,,7.5,10,2
RA-503,Aluno-503,FASE 2,Topázio,10.0,2.52,8.75,8.255,11,3
RA-503,Aluno-503,3D,Topázio,9.824561403666666,7.51,7.8125,7.7925,12,3
RA-504,Aluno-504,1,Topázio,8.9,7.5,,7.556,9,1
RA-504,Aluno-504,FASE 1,Topázio,8.3,7.52,7.5,8.836666667,10,2
RA-505,Aluno-505,1,Ametista,8.0,7.5,,7.556,11,3
RA-506,Aluno-506,1,Ametista,7.3,7.5,,7.278,12,2
RA-506,Aluno-506,FASE 2,Ametista,8.1,5.0,8.958333333,7.92,13,3
RA-507,Aluno-507,1,Ametista,10.0,7.5,,7.222,11,1
RA-508,Aluno-508,1,Ágata,7.4,7.5,,7.556,10,0
RA-508,Aluno-508,FASE 2,Ametista,8.6,2.52,8.333333333,8.6725,11,1
RA-508,Aluno-508,3D,Agata,5.567251461999999,7.51,7.65625,7.5,12,2
RA-509,Aluno-509,1,Ametista,8.2,7.5,,7.833,12,4
RA-509,Aluno-509,FASE 2,Ametista,8.1,2.52,8.958333333,8.84,13,5
RA-509,Aluno-509,3D,Agata,6.363636363666667,2.51,8.28125,7.2475,14,3
RA-51,Aluno-51,5,Ágata,7.6,7.5,,6.5,17,0
RA-510,Aluno-510,1,Ametista,9.3,7.5,,7.056,12,0
RA-511,Aluno-511,1,Ametista,10.0,7.5,,7.056,10,0
RA-512,Aluno-512,1,Ametista,9.3,7.5,,7.722,10,0
RA-513,Aluno-513,1,Topázio,9.6,5.6,,7.778,9,1
RA-513,Aluno-513,FASE 2,Topázio,9.7,2.52,8.541666667,9.0075,10,2
RA-513,Aluno-513,3B,Topázio,8.831746031666666,8.135,9.0625,8.545,11,3
RA-514,Aluno-514,1,Ametista,9.7,7.5,,5.889,9,0
RA-514,Aluno-514,FASE 1,Quartzo,7.5,2.52,5.0,5.896666667,10,1
RA-514,Aluno-514,2C,Agata,7.595238095,4.385,5.625,5.996666667,11,2
RA-515,Aluno-515,1,Ágata,6.3,7.5,,7.556,12,0
RA-516,Aluno-516,1,Topázio,9.7,7.5,,8.056,9,3
RA-516,Aluno-516,FASE 2,Topázio,9.8,2.52,8.75,8.7175,10,4
RA-516,Aluno-516,3C,Topázio,10.0,2.51,8.541666667,7.56,11,3
RA-517,Aluno-517,1,Ametista,9.5,7.5,,7.833,12,5
RA-517,Aluno-517,FASE 2,Agata,9.0,2.52,6.875,6.7125,13,6
RA-517,Aluno-517,3C,Quartzo,5.266499582333334,2.51,6.041666667,6.11,14,3
RA-518,Aluno-518,1,Ametista,9.4,7.5,,7.5,10,0
RA-518,Aluno-518,FASE 2,Ametista,8.5,5.0,8.125,6.9175,11,1
RA-518,Aluno-518,3C,Agata,6.8300751879999995,2.51,7.083333333,6.94,12,2
RA-519,Aluno-519,1,Ametista,9.6,7.5,,7.333,9,0
RA-519,Aluno-519,FASE 1,Topázio,9.9,7.52,7.708333333,8.223333333,10,1
RA-52,Aluno-52,5,Ametista,8.9,7.5,,7.5,13,4
RA-52,Aluno-52,FASE 5,Ametista,9.8,2.52,8.125,8.2975,14,5
RA-52,Aluno-52,7E,Topázio,9.437666667,6.885,7.5,7.5,15,3
RA-520,Aluno-520,1,Ametista,6.8,7.5,,7.278,11,0
RA-521,Aluno-521,1,Ametista,10.0,5.0,,7.5,9,0
RA-521,Aluno-521,FASE 1,Agata,9.9,3.77,7.083333333,8.166666667,10,1
RA-521,Aluno-521,2A,Ametista,9.0357142855,5.005,6.666666667,7.276666667,11,2
RA-522,Aluno-522,1,Topázio,9.1,7.5,,8.167,9,1
RA-522,Aluno-522,FASE 1,Ametista,9.2,7.52,7.083333333,8.45,10,2
RA-522,Aluno-522,2D,Topázio,9.523809524,7.51,8.4375,7.89,11,3
RA-523,Aluno-523,1,Ametista,9.5,7.5,,7.556,11,0
RA-524,Aluno-524,1,Ágata,9.4,5.0,,8.056,11,3
RA-524,Aluno-524,FASE 2,Ametista,9.2,2.52,8.333333333,7.42,12,4
RA-524,Aluno-524,3C,Ametista,5.111779448666667,2.51,8.333333333,7.39,13,3
RA-525,Aluno-525,1,Ametista,9.3,7.5,,8.167,11,1
RA-525,Aluno-525,FASE 2,Ametista,8.6,2.52,8.958333333,9.566666667,12,2
RA-526,Aluno-526,1,Topázio,9.9,7.5,,8.167,12,0
RA-526,Aluno-526,FASE 2,Topázio,9.8,5.0,8.75,7.7525,13,1
RA-526,Aluno-526,3C,Ametista,9.382456140333334,8.13,7.291666667,7.496666667,14,2
RA-527,Aluno-527,1,Ametista,10.0,7.5,,7.5,9,0
RA-527,Aluno-527,FASE 1,Ametista,9.1,7.52,7.5,7.78,10,1
RA-527,Aluno-527,2D,Topázio,10.0,7.51,8.125,7.383333333,11,2
RA-528,Aluno-528,1,Quartzo,6.2,7.5,,6.944,11,1
RA-528,Aluno-528,FASE 2,Ametista,8.5,5.0,8.75,7.92,12,2
RA-528,Aluno-528,3C,Ametista,5.793483709333334,7.51,7.291666667,6.936666667,13,3
RA-529,Aluno-529,1,Ágata,8.9,5.0,,6.556,12,2
RA-529,Aluno-529,FASE 1,Ametista,9.6,7.52,5.78125,6.893333333,13,3
RA-529,Aluno-529,2A,Quartzo,6.6071428569999995,4.38,4.791666667,4.886666667,14,3
RA-53,Aluno-53,5,Ágata,7.0,7.5,,6.458,17,0
RA-53,Aluno-53,FASE 6,Ametista,9.1,5.63,7.5,7.5875,18,1
RA-530,Aluno-530,1,Topázio,9.0,7.5,,9.056,10,3
RA-530,Aluno-530,FASE 2,Ametista,8.8,5.0,7.708333333,7.46,11,4
RA-530,Aluno-530,3C,Ametista,6.468838763666667,9.38,7.083333333,7.496666667,12,3
RA-531,Aluno-531,1,Ametista,9.8,7.5,,8.167,10,0
RA-531,Aluno-531,FASE 2,Topázio,10.0,2.52,8.75,8.59,11,1
RA-531,Aluno-531,3B,Ametista,9.803921568666667,4.38,7.96875,7.335,12,2
RA-532,Aluno-532,1,Ametista,9.7,7.5,,7.167,9,0
RA-533,Aluno-533,1,Ágata,8.8,5.6,,7.333,10,0
RA-533,Aluno-533,FASE 1,Ametista,9.3,7.52,7.5,7.613333333,11,1
RA-534,Aluno-534,1,Ametista,7.4,7.5,,7.333,12,1
RA-534,Aluno-534,FASE 2,Quartzo,8.1,2.52,8.125,7.92,13,2
RA-534,Aluno-534,3C,Ametista,6.043441938333333,7.51,7.5,7.103333333,14,3
RA-535,Aluno-535,1,Ágata,9.2,7.5,,6.917,10,3
RA-535,Aluno-535,FASE 2,Topázio,9.4,5.0,8.125,8.95,11,4
RA-535,Aluno-535,3H,Ametista,7.161904762,8.135,7.96875,7.5,12,3
RA-536,Aluno-536,1,Ametista,8.9,5.6,,7.75,10,2
RA-536,Aluno-536,FASE 2,Ametista,9.3,2.52,8.333333333,9.17,11,3
RA-536,Aluno-536,3B,Ametista,9.109090909,8.135,7.1875,7.415,12,3
RA-537,Aluno-537,1,Ágata,9.0,4.4,,7.167,10,0
RA-538,Aluno-538,1,Ágata,7.5,5.6,,5.583,13,0
RA-538,Aluno-538,FASE 2,Agata,8.6,2.52,7.916666667,7.39,14,1
RA-538,Aluno-538,3H,Agata,7.668803418666666,7.51,5.625,5.292,15,2
RA-539,Aluno-539,1,Ametista,9.3,6.9,,8.417,11,0
RA-539,Aluno-539,FASE 2,Ametista,8.6,2.52,9.166666667,8.84,12,1
RA-539,Aluno-539,3G,Topázio,9.233333333333333,7.51,8.75,9.13,13,2
RA-54,Aluno-54,5,Ágata,6.9,7.5,,6.125,16,0
RA-540,Aluno-540,1,Ametista,9.5,5.6,,7.5,10,3
RA-540,Aluno-540,FASE 2,Topázio,8.8,5.0,8.958333333,8.95,11,4
RA-541,Aluno-541,1,Quartzo,7.8,6.9,,5.0,14,0
RA-542,Aluno-542,1,Ametista,9.8,6.3,,7.417,11,3
RA-542,Aluno-542,FASE 2,Ametista,9.7,5.0,8.75,9.006666667,12,4
RA-542,Aluno-542,3F,Agata,6.481366459666667,8.13,7.03125,6.232,13,3
RA-543,Aluno-543,1,Ametista,9.8,4.4,,7.167,10,0
RA-543,Aluno-543,FASE 2,Ametista,9.8,2.52,8.75,9.006666667,11,1
RA-543,Aluno-543,3F,Topázio,9.616977225666666,2.51,8.90625,8.7,12,2
RA-544,Aluno-544,1,Ágata,9.7,5.6,,6.0,10,0
RA-545,Aluno-545,1,Ágata,6.6,7.5,,7.5,13,4
RA-546,Aluno-546,1,Ágata,7.9,5.0,,7.917,11,1
RA-546,Aluno-546,FASE 2,Agata,7.2,2.52,8.75,9.173333333,12,2
RA-546,Aluno-546,3B,Quartzo,3.7838383836666662,8.135,5.15625,5.5,13,3
RA-547,Aluno-547,1,Ametista,9.7,5.0,,8.833,11,3
RA-547,Aluno-547,FASE 2,Agata,9.1,2.52,8.75,8.95,12,4
RA-547,Aluno-547,3H,Ametista,7.030620028333334,8.135,5.625,5.932,13,3
RA-548,Aluno-548,1,Ametista,9.1,6.9,,7.583,12,3
RA-548,Aluno-548,FASE 2,Ametista,9.1,2.52,8.333333333,8.283333333,13,4
RA-548,Aluno-548,3H,Ametista,7.600427350666667,7.51,5.9375,5.626,14,3
RA-549,Aluno-549,1,Ágata,7.9,6.9,,6.167,10,1
RA-549,Aluno-549,FASE 1,Ametista,8.1,5.02,6.875,7.5,11,2
RA-549,Aluno-549,2G,Agata,7.204968943999999,6.255,6.40625,5.9125,12,3
RA-55,Aluno-55,5,Ágata,7.6,5.6,,6.5,16,5
RA-55,Aluno-55,FASE 6,Agata,8.1,3.14,7.5,7.545,17,6
RA-550,Aluno-550,1,Ágata,9.0,6.9,,6.25,12,0
RA-551,Aluno-551,1,Ágata,7.3,6.9,,7.333,12,4
RA-551,Aluno-551,FASE 2,Ametista,8.6,2.52,8.541666667,8.393333333,13,5
RA-552,Aluno-552,1,Ágata,8.8,5.0,,7.167,11,0
RA-552,Aluno-552,FASE 1,Quartzo,5.6,3.14,6.666666667,6.89,12,1
RA-553,Aluno-553,1,Ágata,6.9,6.9,,8.167,11,3
RA-554,Aluno-554,1,Quartzo,6.0,6.9,,5.75,12,5
RA-555,Aluno-555,1,Quartzo,8.1,5.0,,5.167,12,3
RA-555,Aluno-555,FASE 2,Quartzo,8.1,2.52,6.25,6.946666667,13,4
RA-555,Aluno-555,3F,Quartzo,2.7505175983333334,6.885,5.0,5.03,14,3
RA-556,Aluno-556,1,Ametista,8.8,5.0,,8.25,11,4
RA-556,Aluno-556,FASE 2,Ametista,9.6,2.52,9.166666667,9.396666667,12,5
RA-556,Aluno-556,3G,Quartzo,6.171428571333333,2.51,6.40625,6.1625,13,3
RA-557,Aluno-557,1,Topázio,8.4,7.5,,9.333,10,3
RA-557,Aluno-557,FASE 2,Topázio,8.2,5.0,9.375,9.62,11,4
RA-557,Aluno-557,3H,Topázio,8.756265663999999,7.51,10.0,9.576,12,3
RA-558,Aluno-558,1,Quartzo,8.5,5.0,,4.5,14,0
RA-558,Aluno-558,FASE 2,Agata,9.4,5.0,6.458333333,6.78,15,1
RA-558,Aluno-558,3F,Quartzo,3.7763975156666674,8.13,6.09375,4.268,16,2
RA-559,Aluno-559,1,Ametista,9.2,7.5,,8.083,11,1
RA-559,Aluno-559,FASE 2,Ametista,9.4,5.0,8.958333333,8.506666667,12,2
RA-559,Aluno-559,3F,Agata,5.705128205,8.13,6.25,4.728,13,3
RA-56,Aluno-56,5,Topázio,10.0,7.5,,8.25,15,3
RA-56,Aluno-56,FASE 6,Topázio,9.5,5.0,8.125,7.8,16,4
RA-56,Aluno-56,7A,Topázio,9.265350877333333,10.0,8.4375,9.233333333,17,3
RA-560,Aluno-560,1,Quartzo,7.2,5.0,,3.75,11,2
RA-560,Aluno-560,FASE 2,Quartzo,8.4,2.52,5.0,6.0,12,3
RA-561,Aluno-561,1,Ametista,9.0,7.5,,8.833,11,0
RA-562,Aluno-562,1,Ametista,9.0,7.5,,8.75,11,1
RA-562,Aluno-562,FASE 2,Agata,8.5,2.52,8.541666667,8.893333333,12,2
RA-562,Aluno-562,3I,Topázio,9.833333333333334,8.135,7.625,7.25,13,3
RA-563,Aluno-563,1,Topázio,9.2,7.5,,8.833,11,2
RA-563,Aluno-563,FASE 2,Ametista,9.7,2.52,8.75,8.726666667,12,3
RA-563,Aluno-563,3H,Topázio,9.461904762000001,8.135,8.125,7.468,13,3
RA-564,Aluno-564,1,Quartzo,3.8,5.0,,6.833,13,3
RA-565,Aluno-565,1,Quartzo,4.1,7.5,,5.917,13,0
RA-566,Aluno-566,1,Ametista,8.4,7.5,,7.917,12,0
RA-566,Aluno-566,FASE 2,Ametista,8.8,2.52,8.958333333,8.673333333,13,1
RA-567,Aluno-567,1,Ágata,6.0,7.5,,6.833,11,3
RA-568,Aluno-568,1,Ametista,8.6,6.9,,7.944,14,4
RA-568,Aluno-568,FASE 2,Agata,7.9,5.0,8.125,8.01,15,5
RA-568,Aluno-568,3F,Quartzo,3.2619047620000003,8.13,6.5625,5.496,16,3
RA-569,Aluno-569,1,Ametista,8.7,5.0,,7.333,12,2
RA-57,Aluno-57,5,Ametista,8.1,5.6,,7.875,16,5
RA-57,Aluno-57,FASE 6,Agata,8.0,5.63,7.96875,7.755,17,6
RA-57,Aluno-57,7A,Ametista,6.010860484333333,6.88,8.59375,7.39,18,3
RA-570,Aluno-570,1,Quartzo,7.0,7.5,,6.778,10,3
RA-570,Aluno-570,FASE 1,Agata,7.3,3.77,8.125,8.056666667,11,4
RA-570,Aluno-570,2H,Agata,8.0020703935,5.625,7.1875,6.4075,12,3
RA-571,Aluno-571,1,Ágata,8.8,7.5,,6.944,11,3
RA-571,Aluno-571,FASE 1,Agata,7.9,3.77,7.291666667,7.616666667,12,4
RA-571,Aluno-571,2G,Agata,8.695652174,4.375,7.03125,5.8325,13,3
RA-572,Aluno-572,1,Ametista,8.0,7.5,,6.833,9,0
RA-573,Aluno-573,1,Topázio,9.9,7.5,,8.944,11,2
RA-573,Aluno-573,FASE 2,Ametista,9.8,5.0,8.541666667,8.45,12,3
RA-573,Aluno-573,3G,Ametista,9.5,8.755,7.8125,6.8275,13,3
RA-574,Aluno-574,1,Ágata,7.2,5.0,,6.944,10,0
RA-574,Aluno-574,FASE 2,Ametista,8.2,5.0,7.916666667,8.173333333,11,1
RA-575,Aluno-575,1,Quartzo,6.1,7.5,,7.0,12,3
